3.803787841787015509e+02 3.253325454340543757e-04
3.803456443068522503e+02 -9.134301689287307189e-04
3.803125044350028929e+02 -2.185766701090073160e-03
3.802793645631535924e+02 -3.457289800739654813e-03
3.802462246913042918e+02 -4.694091693450017089e-03
3.802130848194549344e+02 -5.863562877953445301e-03
3.801799449476056338e+02 -6.935175605381793326e-03
3.801468050757562764e+02 -7.881209910813116032e-03
3.801136652039069759e+02 -8.677407891084785649e-03
3.800805253320576753e+02 -9.303538793386436495e-03
3.800473854602083179e+02 -9.743861949783697365e-03
3.800142455883590173e+02 -9.987478616397500036e-03
3.799811057165097168e+02 -1.002856310536812817e-02
3.799479658446603594e+02 -9.866467844838871029e-03
3.799148259728110588e+02 -9.505704602278092219e-03
3.798816861009617014e+02 -8.955797400502115563e-03
3.798485462291124009e+02 -8.231017185333516090e-03
3.798154063572631003e+02 -7.350001150809274027e-03
3.797822664854137429e+02 -6.335271027979117245e-03
3.797491266135644423e+02 -5.212658384441726939e-03
3.797159867417151418e+02 -4.010657276019907388e-03
3.796828468698657844e+02 -2.759715203636840721e-03
3.796497069980164838e+02 -1.491484952113323898e-03
3.796165671261671264e+02 -2.380525110538274749e-04
3.795834272543178258e+02 9.688370160543620033e-04
3.795502873824685253e+02 2.098537855510394009e-03
3.795171475106191679e+02 3.122227359627686993e-03
3.794840076387698673e+02 4.013577049438049951e-03
3.794508677669205667e+02 4.749355927236131002e-03
3.794177278950712093e+02 5.309952199987621677e-03
3.793845880232219088e+02 5.679797766369602645e-03
3.793514481513725514e+02 5.847691667401083530e-03
3.793183082795232508e+02 5.807010653474073934e-03
3.792851684076739502e+02 5.555805973657677518e-03
3.792520285358245928e+02 5.096783257828881204e-03
3.792188886639752923e+02 4.437170185799522298e-03
3.791857487921259917e+02 3.588473955226358526e-03
3.791526089202766343e+02 2.566137489579439074e-03
3.791194690484273337e+02 1.389105562762792817e-03
3.790863291765779763e+02 7.931022872638715277e-05
3.790531893047286758e+02 -1.338906561380224375e-03
3.790200494328793752e+02 -2.839421307322922278e-03
3.789869095610300178e+02 -4.394986814106219102e-03
3.789537696891807173e+02 -5.977906587655581160e-03
3.789206298173314167e+02 -7.560706101053438558e-03
3.788874899454820593e+02 -9.116781707587172032e-03
3.788543500736327587e+02 -1.062101445929192547e-02
3.788212102017834582e+02 -1.205033027784219168e-02
3.787880703299341008e+02 -1.338419418353876261e-02
3.787549304580848002e+02 -1.460502405281882861e-02
3.787217905862354428e+02 -1.569851898658787548e-02
3.786886507143861422e+02 -1.665388999511998105e-02
3.786555108425368417e+02 -1.746399031714390357e-02
3.786223709706874843e+02 -1.812534447898752829e-02
3.785892310988381837e+02 -1.863807564671679518e-02
3.785560912269888831e+02 -1.900573440071555084e-02
3.785229513551395257e+02 -1.923503697985391378e-02
