4.253890395580394852e+02 2.532069812993121682e-03
4.253558997496523943e+02 3.287160371189057698e-03
4.253227599412653603e+02 3.790798054424410462e-03
4.252896201328782695e+02 4.015115909325601452e-03
4.252564803244912355e+02 3.964654737568716787e-03
4.252233405161041446e+02 3.673311496984978195e-03
4.251902007077171106e+02 3.198022154033688166e-03
4.251570608993300198e+02 2.610040416850886377e-03
4.251239210909429858e+02 1.985025669098387444e-03
4.250907812825558949e+02 1.393192836631713038e-03
4.250576414741688609e+02 8.907403223397155744e-04
4.250245016657817700e+02 5.135976065645499666e-04
4.249913618573947360e+02 2.741991102629893129e-04
4.249582220490076452e+02 1.615714639785015630e-04
4.249250822406206112e+02 1.446328380113509387e-04
4.248919424322335203e+02 1.781018963665867579e-04
4.248588026238464863e+02 2.103069621907854099e-04
4.248256628154593955e+02 1.916201416539820403e-04
4.247925230070723615e+02 8.255081732769243826e-05
4.247593831986852706e+02 -1.396782124999357386e-04
4.247262433902982366e+02 -4.769530836769980686e-04
4.246931035819111457e+02 -9.089598316066923450e-04
4.246599637735241117e+02 -1.395005779148389847e-03
4.246268239651370209e+02 -1.878732061109743062e-03
4.245936841567499869e+02 -2.295055730218929432e-03
4.245605443483628960e+02 -2.578561654084611174e-03
4.245274045399758620e+02 -2.672209706506621044e-03
4.244942647315887712e+02 -2.535256538037963629e-03
4.244611249232017371e+02 -2.149420706592769514e-03
4.244279851148146463e+02 -1.522443814532625003e-03
4.243948453064276123e+02 -6.886113073708967445e-04
4.243617054980405214e+02 2.939247130803109855e-04
4.243285656896534874e+02 1.348691291129183864e-03
4.242954258812663966e+02 2.388675631359624130e-03
4.242622860728793626e+02 3.325508046596158378e-03
4.242291462644922717e+02 4.078920788425728985e-03
4.241960064561052377e+02 4.585407381330145957e-03
4.241628666477181469e+02 4.805069014301858663e-03
4.241297268393311128e+02 4.725927317141396036e-03
4.240965870309440220e+02 4.365112344528848144e-03
4.240634472225569880e+02 3.766925767869409945e-03
4.240303074141698971e+02 2.997962258241511357e-03
4.239971676057828631e+02 2.139877422227032082e-03
4.239640277973957723e+02 1.280663719831827202e-03
4.239308879890087383e+02 5.054196593425834680e-04
4.238977481806216474e+02 -1.123630242401280879e-04
4.238646083722346134e+02 -5.180229879872458700e-04
4.238314685638475225e+02 -6.807036124495528286e-04
4.237983287554604885e+02 -5.956135495472601737e-04
4.237651889470733977e+02 -2.834214700217371438e-04
4.237320491386863637e+02 2.130826785284305083e-04
4.236989093302992728e+02 8.345700707321774669e-04
4.236657695219122388e+02 1.512227714543462696e-03
4.236326297135251480e+02 2.175553541037353149e-03
4.235994899051381140e+02 2.759844645239776986e-03
4.235663500967510231e+02 3.212694601854992806e-03
4.235332102883639891e+02 3.498708804885828239e-03
4.235000704799768982e+02 3.602057788848938517e-03
4.234669306715898642e+02 3.526705254153455430e-03
4.234337908632027734e+02 3.294403695871370944e-03
4.234006510548157394e+02 2.940829232813005258e-03
4.233675112464286485e+02 2.510435553302652490e-03
4.233343714380416145e+02 2.050711053790347810e-03
4.233012316296545237e+02 1.606528876691977123e-03
4.232680918212674896e+02 1.215304890003119113e-03
4.232349520128803988e+02 9.034506258533744200e-04
4.232018122044933648e+02 6.844505479925605844e-04
4.231686723961062739e+02 5.587353710247948543e-04
4.231355325877192399e+02 5.151571875493931446e-04
4.231023927793321491e+02 5.338468232143280152e-04
4.230692529709451151e+02 5.899298058497901053e-04
4.230361131625580242e+02 6.575801499775277411e-04
4.230029733541709902e+02 7.138658218384567140e-04
4.229698335457838994e+02 7.418932375155303351e-04
4.229366937373968653e+02 7.328510459571976497e-04
4.229035539290097745e+02 6.867814740854308753e-04
4.228704141206227405e+02 6.119919650162450710e-04
4.228372743122356496e+02 5.233266893869652214e-04
