ti:
##freq 1
-6872.54	3.188e-05
-6859.26	4.46611e-05
-6845.99	5.69209e-05
-6832.71	6.7192e-05
-6819.44	7.49212e-05
-6806.16	8.0426e-05
-6792.89	8.44419e-05
-6779.61	8.76756e-05
-6766.33	9.05978e-05
-6753.06	9.34503e-05
-6739.78	9.63299e-05
-6726.51	9.92632e-05
-6713.23	0.00010225
-6699.96	0.000105287
-6686.68	0.000108372
-6673.4	0.00011151
-6660.13	0.000114708
-6646.85	0.000117972
-6633.58	0.0001213
-6620.3	0.000124683
-6607.02	0.00012811
-6593.75	0.000131569
-6580.47	0.000135059
-6567.2	0.000138581
-6553.92	0.000142141
-6540.65	0.000145746
-6527.37	0.000149399
-6514.09	0.000153102
-6500.82	0.000156853
-6487.54	0.000160645
-6474.27	0.00016447
-6460.99	0.000168325
-6447.71	0.000172214
-6434.44	0.000176151
-6421.16	0.00018015
-6407.89	0.000184218
-6394.61	0.000188354
-6381.34	0.000192547
-6368.06	0.000196779
-6354.78	0.00020103
-6341.51	0.000205289
-6328.23	0.00020956
-6314.96	0.000213854
-6301.68	0.000218176
-6288.41	0.000222527
-6275.13	0.000226909
-6261.85	0.000231325
-6248.58	0.000235785
-6235.3	0.000240305
-6222.03	0.000244901
-6208.75	0.000249579
-6195.47	0.00025433
-6182.2	0.000259132
-6168.92	0.000263962
-6155.65	0.000268815
-6142.37	0.000273701
-6129.1	0.000278646
-6115.82	0.000283673
-6102.54	0.000288801
-6089.27	0.000294032
-6075.99	0.000299356
-6062.72	0.000304748
-6049.44	0.000310184
-6036.16	0.000315645
-6022.89	0.000321134
-6009.61	0.000326674
-5996.34	0.000332299
-5983.06	0.000338037
-5969.79	0.000343901
-5956.51	0.000349896
-5943.23	0.000356028
-5929.96	0.000362312
-5916.68	0.000368765
-5903.41	0.000375404
-5890.13	0.000382247
-5876.86	0.000389309
-5863.58	0.000396605
-5850.3	0.000404143
-5837.03	0.000411913
-5823.75	0.000419887
-5810.48	0.000428038
-5797.2	0.000436367
-5783.92	0.000444903
-5770.65	0.000453689
-5757.37	0.000462753
-5744.1	0.000472109
-5730.82	0.00048175
-5717.55	0.000491656
-5704.27	0.000501793
-5690.99	0.000512122
-5677.72	0.000522615
-5664.44	0.000533258
-5651.17	0.000544037
-5637.89	0.000554937
-5624.61	0.000565953
-5611.34	0.000577093
-5598.06	0.000588374
-5584.79	0.000599794
-5571.51	0.000611321
-5558.24	0.000622904
-5544.96	0.000634489
-5531.68	0.000646031
-5518.41	0.000657497
-5505.13	0.000668863
-5491.86	0.000680121
-5478.58	0.000691278
-5465.31	0.000702363
-5452.03	0.000713407
-5438.75	0.000724433
-5425.48	0.000735462
-5412.2	0.000746517
-5398.93	0.000757608
-5385.65	0.000768717
-5372.37	0.000779812
-5359.1	0.000790876
-5345.82	0.000801936
-5332.55	0.000813052
-5319.27	0.000824292
-5306	0.000835721
-5292.72	0.000847393
-5279.44	0.000859361
-5266.17	0.000871672
-5252.89	0.000884364
-5239.62	0.000897464
-5226.34	0.000910998
-5213.06	0.000925006
-5199.79	0.000939545
-5186.51	0.000954674
-5173.24	0.000970467
-5159.96	0.000987015
-5146.69	0.00100441
-5133.41	0.00102268
-5120.13	0.00104179
-5106.86	0.00106167
-5093.58	0.00108229
-5080.31	0.00110367
-5067.03	0.00112586
-5053.76	0.00114891
-5040.48	0.0011728
-5027.2	0.00119748
-5013.93	0.00122289
-5000.65	0.00124891
-4987.38	0.00127534
-4974.1	0.00130197
-4960.82	0.00132866
-4947.55	0.00135535
-4934.27	0.00138201
-4921	0.00140865
-4907.72	0.00143529
-4894.45	0.00146195
-4881.17	0.00148862
-4867.89	0.0015153
-4854.62	0.00154193
-4841.34	0.00156851
-4828.07	0.00159501
-4814.79	0.00162142
-4801.52	0.00164766
-4788.24	0.00167368
-4774.96	0.00169947
-4761.69	0.00172511
-4748.41	0.00175066
-4735.14	0.00177611
-4721.86	0.00180139
-4708.58	0.00182643
-4695.31	0.00185125
-4682.03	0.00187593
-4668.76	0.0019006
-4655.48	0.00192539
-4642.21	0.00195039
