-6.872540571748005277e+03 2.014123092902453201e-05 -5.309812127540198853e-18
-6.859264767127836421e+03 5.415642845992749810e-05 -4.527161902141076067e-18
-6.845988962507666656e+03 7.355627173235841469e-05 -8.323817245472402179e-18
-6.832713157887496891e+03 7.816092139869570098e-05 5.224596135770844564e-18
-6.819437353267327126e+03 8.074598003367485974e-05 -6.143643901906399340e-18
-6.806161548647158270e+03 8.324816472592127127e-05 -1.930686757964918997e-18
-6.792885744026988505e+03 8.601189531146823325e-05 -6.245763752633758404e-18
-6.779609939406818739e+03 8.886055184575008560e-05 -4.490024866469065558e-18
-6.766334134786649884e+03 9.160604077187088190e-05 -1.095286587691672091e-17
-6.753058330166479209e+03 9.418330802886658998e-05 -7.387643673646541735e-18
-6.739782525546310353e+03 9.702657348098332551e-05 -6.286133496283900286e-18
-6.726506720926140588e+03 1.001294240762957977e-04 -1.808908018040973499e-18
-6.713230916305970823e+03 1.030746159951131496e-04 -2.241335285731924683e-17
-6.699955111685801967e+03 1.059190074683320375e-04 7.198505786755754137e-18
-6.686679307065631292e+03 1.092192209902176608e-04 -1.668596699932729999e-17
-6.673403502445462436e+03 1.125224422830055799e-04 -6.931003448494980458e-18
-6.660127697825293581e+03 1.152628332695611888e-04 -1.646175244990401586e-17
-6.646851893205122906e+03 1.182455466622969493e-04 -1.164846332803375319e-17
-6.633576088584954050e+03 1.216070098401489489e-04 7.971200836781846336e-19
-6.620300283964784285e+03 1.247620249161469409e-04 2.347521540704208292e-17
-6.607024479344614520e+03 1.279831890346730307e-04 3.375779804591748112e-18
-6.593748674724445664e+03 1.315639828724367191e-04 1.199102336440292748e-17
-6.580472870104275898e+03 1.352899168442218253e-04 -1.104922190559225434e-17
-6.567197065484106133e+03 1.390274133641427560e-04 1.211245649684726936e-17
-6.553921260863936368e+03 1.426136950558834114e-04 1.645549909955430065e-17
-6.540645456243766603e+03 1.462896957365450576e-04 -1.007040096837300964e-17
-6.527369651623597747e+03 1.500684719359678988e-04 -1.275115788947309809e-18
-6.514093847003427982e+03 1.536304982650430265e-04 6.554367869221090474e-18
-6.500818042383258216e+03 1.568666814694999966e-04 8.616609712756139002e-18
-6.487542237763088451e+03 1.604831726834880887e-04 4.355004315730556284e-18
-6.474266433142919595e+03 1.645476113725607265e-04 -9.918695981103044889e-18
-6.460990628522748921e+03 1.683005019527265605e-04 -1.249396085942973266e-17
-6.447714823902580065e+03 1.715225732531760366e-04 6.602686497860648483e-18
-6.434439019282411209e+03 1.754448457757604044e-04 3.526082146789187655e-18
-6.421163214662240534e+03 1.801170598065809491e-04 7.706259440892358843e-18
-6.407887410042071679e+03 1.841715257352549815e-04 4.540345255391897224e-17
-6.394611605421901913e+03 1.880460064546525761e-04 -1.269871179774013647e-17
-6.381335800801732148e+03 1.924157872770231481e-04 1.771653791441530288e-17
-6.368059996181563292e+03 1.967957149654313027e-04 1.433919323292335442e-17
-6.354784191561393527e+03 2.008145084823399252e-04 8.199765650031494941e-17
-6.341508386941223762e+03 2.044716949774110838e-04 2.708428423423516678e-17
