-3.398603355884929897e+03	3.358430000000000302e-05	0.000000000000000000e+00
-3.391965458705466972e+03	4.481809999999999700e-05	0.000000000000000000e+00
-3.385327561526004047e+03	5.581850000000000098e-05	0.000000000000000000e+00
-3.378689664346541576e+03	6.558770000000000225e-05	0.000000000000000000e+00
-3.372051767167078651e+03	7.358579999999999603e-05	0.000000000000000000e+00
-3.365413869987615726e+03	7.979349999999999421e-05	0.000000000000000000e+00
-3.358775972808153256e+03	8.455909999999999479e-05	0.000000000000000000e+00
-3.352138075628690331e+03	8.836359999999999538e-05	0.000000000000000000e+00
-3.345500178449227860e+03	9.163680000000000328e-05	0.000000000000000000e+00
-3.338862281269764935e+03	9.467599999999999952e-05	0.000000000000000000e+00
-3.332224384090302010e+03	9.764929999999999357e-05	0.000000000000000000e+00
-3.325586486910839540e+03	1.006350000000000013e-04	0.000000000000000000e+00
-3.318948589731376615e+03	1.036619999999999979e-04	0.000000000000000000e+00
-3.312310692551913689e+03	1.067389999999999957e-04	0.000000000000000000e+00
-3.305672795372451219e+03	1.098690000000000013e-04	0.000000000000000000e+00
-3.299034898192988294e+03	1.130549999999999941e-04	0.000000000000000000e+00
-3.292397001013525824e+03	1.162990000000000058e-04	0.000000000000000000e+00
-3.285759103834062898e+03	1.196040000000000021e-04	0.000000000000000000e+00
-3.279121206654599973e+03	1.229679999999999922e-04	0.000000000000000000e+00
-3.272483309475137503e+03	1.263849999999999902e-04	0.000000000000000000e+00
-3.265845412295674578e+03	1.298469999999999919e-04	0.000000000000000000e+00
-3.259207515116212107e+03	1.333490000000000001e-04	0.000000000000000000e+00
-3.252569617936749182e+03	1.368859999999999901e-04	0.000000000000000000e+00
-3.245931720757286257e+03	1.404599999999999935e-04	0.000000000000000000e+00
-3.239293823577823787e+03	1.440729999999999875e-04	0.000000000000000000e+00
-3.232655926398360862e+03	1.477299999999999967e-04	0.000000000000000000e+00
-3.226018029218897937e+03	1.514329999999999984e-04	0.000000000000000000e+00
-3.219380132039435466e+03	1.551819999999999925e-04	0.000000000000000000e+00
-3.212742234859972541e+03	1.589770000000000061e-04	0.000000000000000000e+00
-3.206104337680510071e+03	1.628119999999999990e-04	0.000000000000000000e+00
-3.199466440501047146e+03	1.666860000000000097e-04	0.000000000000000000e+00
-3.192828543321584220e+03	1.705970000000000067e-04	0.000000000000000000e+00
-3.186190646142121750e+03	1.745499999999999873e-04	0.000000000000000000e+00
-3.179552748962658825e+03	1.785520000000000076e-04	0.000000000000000000e+00
-3.172914851783195900e+03	1.826099999999999880e-04	0.000000000000000000e+00
-3.166276954603733429e+03	1.867310000000000118e-04	0.000000000000000000e+00
-3.159639057424270504e+03	1.909100000000000001e-04	0.000000000000000000e+00
-3.153001160244808034e+03	1.951409999999999939e-04	0.000000000000000000e+00
-3.146363263065345109e+03	1.994110000000000056e-04	0.000000000000000000e+00
-3.139725365885882184e+03	2.037080000000000086e-04	0.000000000000000000e+00
-3.133087468706419713e+03	2.080240000000000127e-04	0.000000000000000000e+00
-3.126449571526956788e+03	2.123600000000000064e-04	0.000000000000000000e+00
-3.119811674347493863e+03	2.167159999999999898e-04	0.000000000000000000e+00
-3.113173777168031393e+03	2.210980000000000031e-04	0.000000000000000000e+00
-3.106535879988568468e+03	2.255100000000000008e-04	0.000000000000000000e+00
-3.099897982809105997e+03	2.299559999999999918e-04	0.000000000000000000e+00
-3.093260085629643072e+03	2.344419999999999892e-04	0.000000000000000000e+00
-3.086622188450180147e+03	2.389760000000000105e-04	0.000000000000000000e+00
-3.079984291270717677e+03	2.435700000000000007e-04	0.000000000000000000e+00
-3.073346394091254751e+03	2.482310000000000159e-04	0.000000000000000000e+00
-3.066708496911792281e+03	2.529620000000000219e-04	0.000000000000000000e+00
-3.060070599732329356e+03	2.577559999999999899e-04	0.000000000000000000e+00
-3.053432702552866431e+03	2.626029999999999792e-04	0.000000000000000000e+00
-3.046794805373403960e+03	2.674919999999999794e-04	0.000000000000000000e+00
-3.040156908193941035e+03	2.724189999999999815e-04	0.000000000000000000e+00
-3.033519011014478110e+03	2.773930000000000189e-04	0.000000000000000000e+00
-3.026881113835015640e+03	2.824270000000000252e-04	0.000000000000000000e+00
-3.020243216655552715e+03	2.875379999999999972e-04	0.000000000000000000e+00
-3.013605319476090244e+03	2.927369999999999994e-04	0.000000000000000000e+00
-3.006967422296627319e+03	2.980260000000000092e-04	0.000000000000000000e+00
-3.000329525117164394e+03	3.033980000000000249e-04	0.000000000000000000e+00
-2.993691627937701924e+03	3.088380000000000270e-04	0.000000000000000000e+00
-2.987053730758238999e+03	3.143299999999999805e-04	0.000000000000000000e+00
-2.980415833578776073e+03	3.198669999999999920e-04	0.000000000000000000e+00
-2.973777936399313603e+03	3.254500000000000231e-04	0.000000000000000000e+00
-2.967140039219850678e+03	3.310950000000000004e-04	0.000000000000000000e+00
-2.960502142040388208e+03	3.368229999999999835e-04	0.000000000000000000e+00
-2.953864244860925282e+03	3.426540000000000163e-04	0.000000000000000000e+00
-2.947226347681462357e+03	3.486060000000000027e-04	0.000000000000000000e+00
